Chamber_Temp_C,Moisture_Percent,Motor_Load_A,Target_Heater_PWM,Target_Fan_PWM
67.57,19.45,1.56,14.77,37.99
67.63,19.41,1.64,14.8,37.66
67.61,19.37,1.56,14.21,37.06
67.59,19.34,1.56,14.67,37.57
67.62,19.3,1.61,14.88,37.55
67.64,19.26,1.54,15.08,37.61
67.64,19.23,1.57,14.28,36.34
67.62,19.19,1.6,13.49,37.09
67.62,19.15,1.65,14.33,37.63
67.65,19.12,1.6,14.36,36.74
67.64,19.08,1.58,13.79,36.98
67.64,19.05,1.63,14.96,37.38
22.14,76.48,4.34,14.6,37.66
25.79,76.46,2.74,100.0,63.06
29.35,76.43,2.76,99.02,63.49
32.85,76.4,2.86,98.85,63.69
36.42,76.37,2.68,100.0,62.14
39.94,76.34,2.74,99.68,62.43
43.41,76.31,2.64,99.4,62.9
46.85,76.27,2.63,99.78,63.44
50.3,76.24,2.72,100.0,62.08
52.11,76.2,2.7,59.99,58.84
53.69,76.16,2.79,53.06,58.79
55.09,76.13,2.67,49.96,59.1
56.3,76.09,2.67,44.85,58.76
57.35,76.05,2.75,41.12,58.0
58.19,76.01,2.71,37.15,58.08
58.96,75.98,2.75,34.74,59.4
59.62,75.94,2.68,32.34,59.32
60.19,75.9,2.7,30.36,58.6
60.66,75.86,2.79,29.07,58.96
61.15,75.82,2.77,28.53,58.67
61.58,75.78,2.82,26.53,58.39
61.9,75.74,2.74,24.76,58.7
62.19,75.7,2.72,23.91,59.06
62.52,75.66,2.68,24.23,58.83
62.76,75.62,2.6,23.04,61.34
62.91,75.58,2.8,21.38,62.59
63.09,75.54,2.74,20.95,61.64
63.26,75.5,2.76,21.17,62.61
63.42,75.46,2.68,20.78,62.97
63.49,75.42,2.62,19.65,63.79
63.59,75.38,2.67,20.14,63.76
63.68,75.33,2.68,19.1,64.22
63.75,75.29,2.72,19.82,65.35
63.82,75.25,2.71,19.01,65.45
63.82,75.21,2.56,18.07,65.59
63.86,75.17,2.7,18.72,64.88
63.84,75.12,2.66,17.66,65.4
63.88,75.08,2.73,18.49,64.4
63.93,75.04,2.7,18.51,65.74
63.95,75.0,2.68,18.76,65.47
63.97,74.96,2.67,18.27,66.11
64.0,74.92,2.74,18.82,64.87
64.04,74.87,2.68,18.89,65.9
64.04,74.83,2.68,18.14,65.87
64.03,74.79,2.78,17.45,65.75
64.04,74.75,2.79,17.63,65.56
64.04,74.71,2.6,18.11,65.55
64.02,74.66,2.72,17.41,65.7
64.03,74.62,2.82,17.84,65.15
64.04,74.58,2.66,17.75,65.59
64.07,74.54,2.68,18.5,64.74
64.1,74.5,2.71,17.87,64.6
64.1,74.45,2.56,18.25,66.49
64.09,74.41,2.72,18.28,65.48
64.16,74.37,2.64,18.95,65.51
64.12,74.33,2.66,16.68,66.24
64.13,74.29,2.66,18.5,64.7
64.11,74.24,2.68,17.45,66.31
64.05,74.2,2.62,17.05,66.0
64.03,74.16,2.72,17.65,65.27
64.04,74.12,2.77,17.77,65.6
64.0,74.07,2.83,17.66,65.49
64.02,74.03,2.67,18.41,64.71
64.06,73.99,2.62,18.86,65.36
64.1,73.95,2.67,18.43,65.43
64.12,73.91,2.71,17.56,65.97
64.1,73.87,2.63,18.13,65.3
64.14,73.82,2.69,18.26,65.73
64.17,73.78,2.67,18.12,65.17
64.16,73.74,2.8,16.96,65.7
64.15,73.7,2.67,17.65,64.66
64.15,73.66,2.71,17.62,65.35
64.16,73.61,2.68,17.64,63.97
64.17,73.57,2.7,17.8,64.89
64.15,73.53,2.68,17.42,65.4
64.07,73.49,2.68,16.08,64.39
64.12,73.45,2.7,18.43,64.53
64.12,73.4,2.66,17.72,65.03
64.13,73.36,2.68,17.83,65.44
64.08,73.32,2.58,17.16,65.43
64.12,73.28,2.58,17.95,64.03
64.14,73.24,2.56,18.13,64.99
64.09,73.19,2.7,16.73,64.74
64.05,73.15,2.7,17.68,64.33
64.03,73.11,2.59,17.53,63.99
64.08,73.07,2.65,18.66,64.46
64.06,73.03,2.67,16.88,65.31
64.09,72.99,2.61,17.64,63.09
64.11,72.94,2.68,18.0,64.59
64.15,72.9,2.65,18.34,63.85
64.13,72.86,2.73,16.64,64.49
64.21,72.82,2.67,18.53,63.37
64.22,72.78,2.59,18.17,64.32
64.2,72.74,2.55,17.72,64.78
64.18,72.69,2.59,17.61,64.67
64.17,72.65,2.61,17.79,65.2
64.16,72.61,2.75,17.64,64.52
64.15,72.57,2.72,17.96,63.95
64.18,72.53,2.64,18.15,63.89
64.17,72.49,2.69,17.72,63.61
64.17,72.44,2.71,17.97,63.79
64.15,72.4,2.57,17.13,64.03
64.16,72.36,2.66,17.64,63.94
64.2,72.32,2.65,18.57,64.48
64.21,72.28,2.69,18.27,64.45
64.21,72.24,2.62,18.0,64.8
64.2,72.19,2.62,16.89,64.12
64.23,72.15,2.56,17.33,62.86
64.23,72.11,2.65,17.5,64.08
64.22,72.07,2.7,16.81,63.75
64.19,72.03,2.73,17.13,63.06
64.21,71.99,2.61,17.06,63.65
64.23,71.94,2.61,17.3,64.11
64.23,71.9,2.65,18.01,63.63
64.26,71.86,2.69,16.72,63.98
64.23,71.82,2.6,17.15,64.35
64.19,71.78,2.62,17.28,63.69
64.16,71.74,2.57,17.34,64.24
64.18,71.69,2.65,17.61,63.87
64.19,71.65,2.62,17.33,63.65
64.19,71.61,2.56,16.96,62.85
64.23,71.57,2.67,18.27,63.06
64.22,71.53,2.59,16.96,63.19
64.22,71.49,2.65,16.81,62.84
64.19,71.44,2.53,16.94,63.74
64.21,71.4,2.53,17.79,63.94
64.22,71.36,2.58,17.36,63.03
64.22,71.32,2.56,17.18,62.45
64.17,71.28,2.67,17.56,62.75
64.14,71.24,2.59,17.75,63.55
64.12,71.2,2.65,17.66,63.01
64.11,71.16,2.65,17.35,61.69
64.1,71.11,2.61,16.75,62.87
64.08,71.07,2.57,16.89,61.67
64.09,71.03,2.61,17.59,62.8
64.13,70.99,2.64,17.59,62.84
64.17,70.95,2.64,17.69,62.56
64.19,70.91,2.58,18.24,62.38
64.19,70.87,2.59,17.16,63.41
64.25,70.82,2.6,17.83,62.53
64.21,70.78,2.55,16.49,62.68
64.2,70.74,2.66,17.67,63.29
64.19,70.7,2.61,17.1,62.49
64.24,70.66,2.64,17.66,61.92
64.24,70.62,2.67,17.71,62.18
64.23,70.58,2.61,16.72,62.6
64.23,70.54,2.63,17.88,62.35
64.21,70.49,2.6,17.39,63.79
64.2,70.45,2.57,16.99,62.26
64.25,70.41,2.58,17.63,62.13
64.31,70.37,2.61,18.19,62.52
64.26,70.33,2.6,16.68,62.46
64.29,70.29,2.6,17.3,62.38
64.22,70.25,2.65,16.18,64.21
64.18,70.2,2.46,16.57,62.25
64.19,70.16,2.62,17.31,61.91
64.2,70.12,2.6,17.3,61.94
64.22,70.08,2.59,17.32,61.46
64.22,70.04,2.57,17.16,62.21
64.24,70.0,2.63,17.95,61.34
64.29,69.96,2.54,18.16,61.67
64.27,69.92,2.66,16.66,62.69
64.28,69.88,2.61,17.72,60.97
64.28,69.83,2.57,16.31,61.47
64.28,69.79,2.51,17.52,61.94
64.27,69.75,2.6,17.28,62.65
64.25,69.71,2.63,16.43,61.5
64.27,69.67,2.55,17.53,60.71
64.29,69.63,2.61,17.05,61.69
64.29,69.59,2.66,17.85,61.44
64.31,69.55,2.63,17.35,61.39
64.3,69.51,2.6,17.13,61.45
64.3,69.46,2.54,17.19,62.36
64.37,69.42,2.61,18.39,61.78
64.31,69.38,2.53,16.99,61.81
64.32,69.34,2.62,17.24,60.28
64.36,69.3,2.67,17.45,61.97
64.37,69.26,2.59,17.48,61.86
64.36,69.22,2.57,16.76,62.33
64.36,69.18,2.58,17.57,61.56
64.32,69.13,2.58,16.49,62.14
64.35,69.09,2.53,17.51,61.11
64.35,69.05,2.58,17.07,61.83
64.37,69.01,2.65,17.17,61.36
64.34,68.97,2.68,16.42,62.44
64.34,68.93,2.56,16.85,61.72
64.33,68.89,2.56,17.01,62.07
64.29,68.85,2.64,16.43,62.05
64.3,68.81,2.56,16.82,61.67
64.28,68.76,2.63,16.73,60.74
64.29,68.72,2.57,17.24,60.39
64.27,68.68,2.57,16.06,60.86
64.28,68.64,2.61,17.31,61.08
64.32,68.6,2.69,17.89,60.07
64.32,68.56,2.63,17.13,60.92
64.3,68.52,2.53,16.57,61.38
64.29,68.48,2.63,16.99,60.76
64.3,68.44,2.58,16.75,60.79
64.34,68.4,2.6,17.49,60.49
64.37,68.36,2.61,17.48,59.88
64.35,68.31,2.51,16.67,60.66
64.35,68.27,2.54,17.28,61.95
64.34,68.23,2.56,16.96,59.96
64.3,68.19,2.61,16.52,61.29
64.34,68.15,2.58,17.84,60.67
64.32,68.11,2.56,16.77,59.57
64.32,68.07,2.57,16.57,60.27
64.36,68.03,2.52,17.57,60.59
64.32,67.99,2.55,16.27,60.34
64.29,67.95,2.54,16.51,60.79
64.34,67.91,2.65,17.12,60.77
64.31,67.86,2.58,16.35,60.17
64.31,67.82,2.51,17.23,59.91
64.29,67.78,2.63,15.73,59.54
64.31,67.74,2.5,17.79,60.52
64.29,67.7,2.5,16.16,59.81
64.31,67.66,2.49,17.34,60.31
64.39,67.62,2.56,17.77,60.02
64.39,67.58,2.47,16.92,59.8
64.35,67.54,2.53,16.17,60.61
64.37,67.5,2.56,16.57,59.88
64.38,67.46,2.57,16.3,60.62
64.37,67.42,2.64,17.3,60.73
64.39,67.38,2.48,17.44,60.26
64.37,67.33,2.54,16.66,60.3
64.32,67.29,2.47,16.31,59.74
64.34,67.25,2.51,17.2,59.43
64.42,67.21,2.51,18.35,60.04
64.41,67.17,2.64,17.0,59.9
64.4,67.13,2.48,17.05,60.22
64.42,67.09,2.58,16.76,59.6
64.42,67.05,2.5,16.77,60.33
64.44,67.01,2.55,16.63,59.96
64.43,66.97,2.62,16.4,60.4
64.46,66.93,2.51,16.75,59.33
64.46,66.89,2.53,16.77,60.01
64.45,66.85,2.56,15.79,59.39
64.49,66.81,2.59,17.6,59.29
64.47,66.76,2.51,16.25,59.68
64.51,66.72,2.49,16.86,58.91
64.45,66.68,2.52,15.4,59.93
64.49,66.64,2.5,16.8,59.98
64.44,66.6,2.49,16.92,60.13
64.43,66.56,2.55,16.02,59.77
64.42,66.52,2.51,16.57,59.33
64.43,66.48,2.54,17.12,58.86
64.44,66.44,2.5,16.52,58.83
64.41,66.4,2.53,16.25,59.3
64.4,66.36,2.58,16.59,58.97
64.44,66.32,2.55,16.97,58.3
64.45,66.28,2.56,16.9,59.72
64.45,66.24,2.46,16.41,59.7
64.47,66.2,2.5,17.17,59.16
64.44,66.16,2.44,16.41,59.37
64.42,66.11,2.58,16.14,59.3
64.41,66.07,2.5,16.7,59.41
64.42,66.03,2.48,16.77,58.84
64.4,65.99,2.49,15.95,59.22
64.45,65.95,2.45,16.98,58.73
64.45,65.91,2.6,16.6,58.84
64.45,65.87,2.57,16.57,59.31
64.47,65.83,2.54,17.02,58.72
64.45,65.79,2.53,16.27,59.0
64.48,65.75,2.53,16.57,58.45
64.44,65.71,2.62,16.54,59.08
64.48,65.67,2.48,16.68,57.72
64.48,65.63,2.53,17.07,58.88
64.49,65.59,2.45,16.67,59.32
64.55,65.55,2.49,17.03,58.56
64.53,65.51,2.47,16.25,58.55
64.57,65.47,2.55,17.0,58.19
64.57,65.43,2.5,16.98,59.0
64.58,65.39,2.58,16.59,58.97
64.54,65.35,2.47,16.55,59.04
64.52,65.3,2.49,16.16,57.77
64.51,65.26,2.52,16.4,58.86
64.51,65.22,2.58,16.26,58.56
64.52,65.18,2.43,16.21,58.58
64.52,65.14,2.52,17.44,59.1
64.52,65.1,2.55,16.15,58.28
64.52,65.06,2.53,16.2,58.21
64.49,65.02,2.55,15.93,59.26
64.49,64.98,2.41,16.77,58.52
64.48,64.94,2.54,16.52,58.18
64.5,64.9,2.53,16.54,57.7
64.53,64.86,2.44,16.14,58.77
64.58,64.82,2.46,16.31,58.42
64.58,64.78,2.46,15.8,57.91
64.56,64.74,2.55,15.84,58.47
64.56,64.7,2.43,16.36,58.38
64.55,64.66,2.41,16.22,58.24
64.54,64.62,2.58,15.79,58.09
64.54,64.58,2.44,16.28,57.7
64.54,64.54,2.43,16.78,59.07
64.57,64.5,2.57,16.9,58.11
64.54,64.46,2.49,15.62,57.34
64.52,64.42,2.46,16.21,59.12
64.51,64.38,2.48,16.49,58.27
64.54,64.34,2.61,16.96,58.24
64.56,64.3,2.53,17.36,57.09
90.19,27.89,1.29,17.01,57.7
89.1,27.83,1.8,0.18,99.75
88.0,27.77,1.88,0.0,99.66
86.95,27.71,1.75,0.0,100.0
85.87,27.65,1.68,0.0,99.65
84.78,27.59,1.74,0.0,100.0
83.72,27.53,1.75,0.0,100.0
82.68,27.47,1.75,0.0,99.85
81.66,27.41,1.78,0.16,100.0
80.63,27.36,1.81,0.1,100.0
79.65,27.3,1.75,0.3,99.08
78.61,27.24,1.76,0.0,100.0
77.6,27.19,1.72,0.0,100.0
76.59,27.13,1.76,0.0,100.0
75.61,27.08,1.82,0.0,99.2
74.63,27.02,1.74,0.0,100.0
73.67,26.97,1.7,0.0,99.31
72.66,26.91,1.66,0.0,100.0
71.7,26.86,1.72,0.0,100.0
71.07,26.82,1.7,1.27,53.69
70.43,26.78,1.66,0.06,51.57
69.8,26.74,1.74,0.0,48.94
69.27,26.7,1.78,1.48,45.79
68.8,26.66,1.77,3.71,43.54
68.48,26.62,1.73,6.57,42.02
68.29,26.58,1.7,9.24,40.39
68.12,26.55,1.73,10.11,40.27
67.99,26.51,1.66,10.89,39.34
67.88,26.47,1.79,11.81,39.16
67.88,26.44,1.72,13.38,37.88
67.86,26.4,1.75,12.91,38.29
67.77,26.36,1.74,12.42,37.86
67.76,26.33,1.67,13.64,38.43
67.72,26.29,1.73,13.09,38.62
67.68,26.25,1.78,13.16,38.04
67.7,26.22,1.7,14.3,37.47
67.68,26.18,1.74,13.09,37.37
67.71,26.14,1.73,14.01,37.56
67.65,26.11,1.74,14.11,36.94
67.63,26.07,1.8,13.41,37.48
67.67,26.03,1.74,14.44,37.59
67.65,26.0,1.74,13.74,38.22
67.63,25.96,1.8,13.36,37.68
67.64,25.93,1.74,13.42,37.23
67.65,25.89,1.78,14.26,37.08
67.66,25.85,1.66,14.07,37.79
67.74,25.82,1.67,14.5,37.89
67.75,25.78,1.76,14.0,37.29
67.69,25.74,1.68,12.46,37.9
67.69,25.71,1.72,14.08,38.3
67.68,25.67,1.77,13.9,37.77
67.67,25.63,1.69,14.09,37.9
67.65,25.6,1.68,13.88,36.92
67.66,25.56,1.67,14.37,37.27
67.71,25.52,1.76,13.83,37.45
67.7,25.49,1.65,14.28,38.41
67.67,25.45,1.65,13.23,38.48
67.68,25.41,1.72,13.78,37.55
67.65,25.38,1.7,13.53,38.04
67.67,25.34,1.74,14.43,37.29
67.68,25.3,1.81,13.54,37.5
67.71,25.27,1.65,14.24,37.94
67.72,25.23,1.71,13.82,37.81
67.72,25.2,1.64,13.89,37.71
67.72,25.16,1.7,13.49,38.59
67.73,25.12,1.79,14.65,37.18
67.71,25.09,1.72,13.62,37.82
67.72,25.05,1.68,14.04,37.27
67.75,25.01,1.75,13.82,37.31
67.73,24.98,1.66,13.32,37.89
67.75,24.94,1.75,13.4,37.79
67.73,24.9,1.7,13.97,38.18
67.76,24.87,1.81,14.08,37.31
67.77,24.83,1.74,13.94,38.77
67.75,24.79,1.71,13.01,38.49
67.77,24.76,1.7,14.14,37.74
67.7,24.72,1.75,12.89,38.18
67.69,24.68,1.68,13.85,37.53
67.69,24.65,1.65,14.22,38.02
67.72,24.61,1.7,14.17,37.41
67.69,24.57,1.6,13.86,38.29
67.72,24.54,1.78,13.55,38.68
67.68,24.5,1.66,13.56,37.0
67.7,24.46,1.7,13.84,38.36
67.69,24.43,1.72,13.37,37.31
67.72,24.39,1.71,14.04,37.25
67.72,24.35,1.68,13.12,37.5
67.74,24.32,1.69,14.5,38.12
67.72,24.28,1.72,13.61,37.59
67.76,24.24,1.66,14.12,38.17
67.77,24.21,1.6,14.26,37.6
67.76,24.17,1.7,13.17,37.82
67.72,24.14,1.59,12.86,37.83
67.73,24.1,1.69,13.21,37.48
67.77,24.06,1.75,13.95,37.17
67.73,24.03,1.71,12.39,37.72
67.7,23.99,1.69,13.29,37.76
67.75,23.95,1.64,14.39,37.42
67.74,23.92,1.72,13.06,38.42
67.73,23.88,1.68,12.88,37.74
67.69,23.84,1.77,13.08,38.15
67.76,23.81,1.68,14.63,38.07
67.76,23.77,1.66,13.85,38.76
67.74,23.73,1.72,12.57,38.01
67.7,23.7,1.65,13.84,37.67
67.72,23.66,1.77,13.62,37.66
67.72,23.62,1.68,13.76,37.76
67.71,23.59,1.68,13.28,37.93
67.69,23.55,1.7,13.96,38.06
67.67,23.51,1.69,13.54,37.2
67.69,23.48,1.6,13.89,36.82
67.72,23.44,1.76,13.91,37.89
67.69,23.4,1.69,12.99,37.86
67.7,23.37,1.61,13.96,37.59
67.74,23.33,1.65,14.31,38.02
67.74,23.3,1.61,13.22,37.43
67.78,23.26,1.74,14.51,37.29
67.76,23.22,1.6,13.62,38.21
67.75,23.19,1.61,13.83,38.79
67.7,23.15,1.74,12.25,37.52
67.71,23.11,1.63,14.15,37.95
67.7,23.08,1.63,14.43,37.95
67.71,23.04,1.66,13.36,37.54
67.69,23.0,1.75,13.73,38.48
67.68,22.97,1.67,13.5,37.82
67.69,22.93,1.6,14.12,37.96
67.77,22.89,1.58,15.11,37.52
67.76,22.86,1.52,13.26,38.0
67.77,22.82,1.6,13.51,37.47
67.72,22.78,1.63,12.97,37.93
67.73,22.75,1.59,13.08,36.97
67.71,22.71,1.61,13.55,38.28
67.69,22.67,1.65,13.85,38.4
67.67,22.64,1.61,12.96,37.58
67.69,22.6,1.7,13.73,36.99
67.69,22.56,1.71,13.33,37.44
67.68,22.53,1.65,13.11,37.68
67.67,22.49,1.66,12.69,37.97
67.71,22.45,1.69,13.44,37.44
67.71,22.42,1.64,14.08,38.01
67.75,22.38,1.7,13.68,38.13
67.73,22.35,1.68,12.81,38.1
67.69,22.31,1.59,13.3,39.38
67.68,22.27,1.63,14.0,38.8
67.71,22.23,1.67,14.45,37.72
67.75,22.2,1.66,13.86,38.36
67.76,22.16,1.65,13.66,38.1
67.78,22.12,1.57,13.44,38.64
67.77,22.09,1.66,13.31,37.78
67.74,22.05,1.59,13.73,38.01
67.79,22.02,1.67,14.04,36.57
67.76,21.98,1.66,13.94,38.05
67.76,21.94,1.64,14.08,38.5
67.77,21.91,1.58,13.14,37.65
67.72,21.87,1.64,12.94,37.53
67.72,21.83,1.68,14.27,37.78
67.75,21.8,1.66,14.53,37.55
67.76,21.76,1.67,14.3,37.75
67.76,21.72,1.68,13.86,38.03
67.77,21.69,1.57,13.71,37.65
67.77,21.65,1.63,13.73,37.94
67.77,21.61,1.62,13.41,38.52
67.77,21.58,1.63,13.75,38.29
67.75,21.54,1.61,13.3,38.33
67.77,21.5,1.66,14.47,38.48
67.77,21.47,1.69,13.43,38.28
67.79,21.43,1.64,13.56,38.04
67.78,21.39,1.63,13.31,38.32
67.74,21.36,1.56,13.03,37.74
67.73,21.32,1.61,13.11,37.88
67.7,21.28,1.65,12.45,38.7
67.79,21.25,1.58,14.73,37.33
67.79,21.21,1.64,13.35,37.54
67.78,21.17,1.6,13.17,38.52
67.74,21.14,1.67,13.06,38.51
67.8,21.1,1.73,14.16,37.14
67.81,21.06,1.61,13.34,38.49
67.8,21.03,1.65,13.24,37.58
67.78,20.99,1.59,13.44,38.75
67.82,20.95,1.62,14.26,38.05
67.77,20.92,1.56,12.7,39.07
67.75,20.88,1.57,13.18,37.06
67.78,20.84,1.69,13.83,37.65
67.79,20.81,1.54,13.71,38.01
67.8,20.77,1.74,13.18,37.74
67.79,20.73,1.62,13.48,37.19
67.79,20.7,1.55,13.29,37.81
67.74,20.66,1.64,12.78,38.49
67.7,20.62,1.6,12.87,38.84
67.72,20.59,1.64,13.99,37.5
67.75,20.55,1.6,14.14,38.29
67.77,20.51,1.62,14.7,38.46
67.74,20.48,1.59,13.19,38.03
67.73,20.44,1.67,14.47,38.24
67.77,20.4,1.57,14.17,37.73
67.75,20.37,1.51,13.12,38.84
67.78,20.33,1.61,13.47,37.96
67.76,20.29,1.57,13.14,38.62
67.78,20.26,1.61,14.01,38.14
67.76,20.22,1.59,12.76,37.87
67.8,20.18,1.6,14.09,38.14
67.81,20.15,1.6,13.73,38.4
67.77,20.11,1.58,12.67,38.49
67.79,20.07,1.65,13.91,37.47
67.79,20.04,1.61,13.43,38.13
67.79,20.0,1.57,12.49,37.99
67.77,19.96,1.57,13.12,37.88
67.8,19.93,1.55,13.6,38.19
67.79,19.89,1.56,13.06,38.07
67.78,19.85,1.57,13.72,38.75
67.75,19.82,1.68,13.07,39.42
67.71,19.78,1.55,12.89,37.49
67.71,19.74,1.65,13.58,37.5
67.76,19.71,1.6,14.36,38.31
67.76,19.67,1.53,13.22,37.55
67.77,19.63,1.61,12.95,38.61
67.77,19.6,1.62,13.9,37.98
67.77,19.56,1.64,13.67,38.11
67.73,19.52,1.59,12.86,37.71
67.71,19.49,1.58,13.05,37.59
67.72,19.45,1.6,13.0,37.88
67.77,19.42,1.59,14.45,38.55
67.76,19.38,1.49,13.36,38.48
67.76,19.34,1.59,13.67,37.49
67.77,19.31,1.63,13.4,37.33
67.71,19.27,1.69,12.84,38.7
67.68,19.23,1.58,13.54,37.91
67.7,19.2,1.54,14.04,37.67
67.77,19.16,1.56,14.38,37.8
67.73,19.12,1.52,13.16,38.49
67.73,19.09,1.68,14.19,37.32
67.71,19.05,1.44,12.94,38.0
67.73,19.01,1.63,13.59,38.07
67.72,18.98,1.51,13.43,38.27
67.73,18.94,1.5,13.05,37.14
67.75,18.9,1.65,13.76,37.79
67.74,18.87,1.57,13.31,38.29
67.83,18.83,1.61,14.69,37.25
67.76,18.79,1.55,12.8,39.12
67.72,18.76,1.6,12.83,38.25
67.74,18.72,1.56,13.61,37.63
67.71,18.68,1.46,13.03,39.35
67.73,18.65,1.59,13.33,37.2
67.75,18.61,1.55,13.82,37.73
67.76,18.57,1.6,13.49,38.4
67.77,18.54,1.59,13.71,38.47
67.78,18.5,1.51,13.95,37.76
67.8,18.46,1.56,13.39,37.21
67.81,18.43,1.62,13.77,37.86
67.84,18.39,1.58,13.81,37.92
67.85,18.35,1.47,13.16,38.22
67.83,18.32,1.63,12.66,38.64
67.87,18.28,1.53,13.6,38.19
67.88,18.24,1.57,13.25,39.38
67.86,18.21,1.51,12.54,37.76
67.81,18.17,1.56,12.46,37.84
67.83,18.13,1.55,13.25,37.96
67.84,18.1,1.58,12.6,38.45
67.82,18.06,1.57,12.77,37.6
67.79,18.02,1.63,12.9,37.44
67.83,17.99,1.5,13.99,37.71
67.86,17.95,1.47,13.72,38.45
67.87,17.91,1.6,13.16,38.45
67.87,17.88,1.55,12.8,38.19
67.8,17.84,1.53,12.37,38.0
67.81,17.8,1.6,13.76,38.28
67.78,17.77,1.59,12.75,38.27
67.72,17.73,1.54,12.54,37.69
67.75,17.69,1.6,14.3,37.62
67.8,17.66,1.5,14.03,37.96
67.82,17.62,1.45,13.92,39.26
67.79,17.58,1.62,12.78,38.6
67.8,17.55,1.51,13.54,37.81
67.82,17.51,1.66,13.08,37.94
67.78,17.47,1.47,12.36,37.32
67.81,17.44,1.56,13.32,38.51
67.81,17.4,1.55,13.03,37.26
67.81,17.36,1.47,13.47,37.88
67.73,17.33,1.56,12.0,37.68
67.72,17.29,1.38,13.37,37.65
67.76,17.25,1.47,14.46,37.36
67.77,17.22,1.52,13.92,38.11
67.81,17.18,1.5,14.22,38.04
67.77,17.15,1.6,12.22,38.14
67.72,17.11,1.54,12.26,37.52
67.75,17.07,1.5,13.6,37.83
67.77,17.04,1.62,13.99,38.2
67.74,17.0,1.62,14.17,38.54
67.79,16.96,1.62,13.94,38.97
67.84,16.92,1.55,13.7,38.83
67.81,16.89,1.54,12.15,38.22
67.77,16.85,1.58,12.54,37.41
67.82,16.82,1.53,14.19,38.53
67.78,16.78,1.51,12.19,38.07
67.8,16.74,1.52,13.37,38.33
67.76,16.71,1.6,12.26,37.95
67.76,16.67,1.54,13.15,38.3
67.78,16.63,1.53,13.89,37.72
67.75,16.6,1.54,13.0,38.37
67.75,16.56,1.51,13.42,38.13
24.75,77.2,3.84,13.53,38.12
28.4,77.17,2.72,99.8,65.07
32.03,77.14,2.67,99.91,64.23
35.62,77.11,2.7,99.67,64.81
39.16,77.08,2.77,99.6,64.59
42.7,77.05,2.74,99.69,63.6
46.21,77.01,2.76,100.0,64.54
49.69,76.98,2.71,99.81,64.34
53.16,76.94,2.78,99.65,64.09
54.61,76.9,2.71,50.05,59.17
55.86,76.87,2.76,45.26,59.95
56.97,76.83,2.74,42.27,59.51
57.98,76.79,2.76,38.64,59.48
58.86,76.75,2.77,36.21,58.79
59.62,76.71,2.77,33.54,59.52
60.28,76.68,2.69,31.84,59.54
60.87,76.64,2.72,29.52,58.86
61.36,76.6,2.66,26.84,59.72
61.82,76.56,2.74,26.16,59.43
62.22,76.52,2.68,25.25,59.17
62.53,76.48,2.72,22.88,59.55
62.79,76.44,2.69,22.58,60.66
63.07,76.4,2.72,22.71,62.2
63.29,76.36,2.65,21.57,62.54
63.41,76.31,2.69,18.93,63.85
63.56,76.27,2.79,19.96,64.71
63.63,76.23,2.73,19.03,65.38
63.74,76.19,2.69,18.99,64.84
63.88,76.15,2.73,19.64,64.63
63.95,76.11,2.78,18.22,66.09
63.95,76.06,2.67,17.33,66.18
64.04,76.02,2.75,18.31,66.87
64.13,75.98,2.71,18.23,66.17
64.19,75.94,2.77,18.12,66.53
64.24,75.89,2.66,17.46,67.01
64.3,75.85,2.69,17.27,67.88
64.31,75.81,2.75,16.97,67.52
64.32,75.77,2.76,17.63,68.12
64.34,75.72,2.8,17.08,68.14
64.35,75.68,2.77,16.79,67.54
64.36,75.64,2.7,16.98,68.42
64.38,75.59,2.66,17.19,67.59
64.39,75.55,2.74,16.82,68.34
64.37,75.51,2.7,16.98,67.91
64.34,75.47,2.77,16.99,67.14
64.36,75.42,2.66,17.01,67.65
64.34,75.38,2.69,16.73,68.33
64.35,75.34,2.58,16.66,67.09
64.38,75.3,2.65,16.71,67.6
64.37,75.25,2.71,16.2,67.13
64.38,75.21,2.72,16.16,67.53
64.39,75.17,2.64,16.95,67.57
64.37,75.13,2.74,16.72,67.37
64.34,75.08,2.72,16.56,67.19
64.38,75.04,2.69,17.45,67.01
64.33,75.0,2.71,15.58,67.3
64.38,74.96,2.7,17.13,66.73
64.38,74.91,2.83,16.77,67.59
64.36,74.87,2.74,16.77,67.35
64.36,74.83,2.63,17.08,66.89
64.4,74.79,2.63,17.14,66.32
64.4,74.74,2.7,16.71,66.71
64.4,74.7,2.74,17.01,66.35
64.43,74.66,2.64,17.12,65.82
64.45,74.62,2.64,16.41,67.04
64.41,74.57,2.75,15.95,67.41
64.4,74.53,2.72,16.58,67.61
64.46,74.49,2.66,17.6,66.84
64.45,74.45,2.64,16.73,66.38
64.46,74.4,2.65,17.25,67.91
64.42,74.36,2.66,15.96,67.16
64.46,74.32,2.69,17.56,66.66
64.45,74.28,2.77,15.93,66.04
64.43,74.23,2.74,16.82,67.16
64.46,74.19,2.6,17.21,66.4
64.45,74.15,2.7,16.97,66.55
64.39,74.11,2.61,15.76,66.92
64.43,74.06,2.62,16.86,66.38
64.48,74.02,2.74,17.4,66.01
64.45,73.98,2.58,16.72,66.35
64.47,73.94,2.62,17.56,66.45
64.43,73.89,2.72,16.68,66.42
64.46,73.85,2.52,16.87,67.35
64.47,73.81,2.65,17.33,67.1
64.47,73.77,2.73,16.8,65.99
